Meter_ID,Datetime,Time,Day,Random for Hour,Day Scaling,Distance from 3PM,Scale to 1 if past 6 hours,Cos Scaled,Meter Scaling,Production Raw,Production (KW),Production (KWH),Solar Irradiance
1,1/1/2021 6:00,1/0/1900 6:00,1/1/2021,1.04,0.49,0.375,1,0,5,0,0,0,0
1,1/1/2021 6:15,1/0/1900 6:15,1/1/2021,1.04,0.49,0.364583333,1,0,5,0,0,0,0
1,1/1/2021 6:30,1/0/1900 6:30,1/1/2021,1.01,0.49,0.354166667,1,0,5,0,0,0,0
1,1/1/2021 6:45,1/0/1900 6:45,1/1/2021,1,0.49,0.34375,1,0,5,0,0,0,0
1,1/1/2021 7:00,1/0/1900 7:00,1/1/2021,1.01,0.49,0.333333333,1,0,5,0,0,0,0
1,1/1/2021 7:15,1/0/1900 7:15,1/1/2021,0.9,0.49,0.322916667,1,0,5,0,0,0,0
1,1/1/2021 7:30,1/0/1900 7:30,1/1/2021,1.04,0.49,0.3125,1,0,5,0,0,0,0
1,1/1/2021 7:45,1/0/1900 7:45,1/1/2021,1.1,0.49,0.302083333,1,0,5,0,0,0,0
1,1/1/2021 8:00,1/0/1900 8:00,1/1/2021,0.91,0.49,0.291666667,1,0,5,0,0,0,0
1,1/1/2021 8:15,1/0/1900 8:15,1/1/2021,1.1,0.49,0.28125,1,0,5,0,0,0,0
1,1/1/2021 8:30,1/0/1900 8:30,1/1/2021,0.96,0.49,0.270833333,1,0,5,0,0,0,0
1,1/1/2021 8:45,1/0/1900 8:45,1/1/2021,1.09,0.49,0.260416667,1,0,5,0,0,0,0
1,1/1/2021 9:00,1/0/1900 9:00,1/1/2021,1.03,0.49,0.25,1,0,5,0,0,0,0
1,1/1/2021 9:15,1/0/1900 9:15,1/1/2021,1.08,0.49,0.239583333,1,0,5,0,0,0,0
1,1/1/2021 9:30,1/0/1900 9:30,1/1/2021,1.06,0.49,0.229166667,1,0,5,0,0,0,0
1,1/1/2021 9:45,1/0/1900 9:45,1/1/2021,0.95,0.49,0.21875,1,0,5,0,0,0,0
1,1/1/2021 10:00,1/0/1900 10:00,1/1/2021,0.95,0.49,0.208333333,1,0,5,0,0,0,0
1,1/1/2021 10:15,1/0/1900 10:15,1/1/2021,0.94,0.49,0.197916667,1,0,5,0,0,0,0
1,1/1/2021 10:30,1/0/1900 10:30,1/1/2021,0.99,0.49,0.1875,1,0,5,0,0,0,0
1,1/1/2021 10:45,1/0/1900 10:45,1/1/2021,1.1,0.49,0.177083333,1,0,5,0,0,0,0
1,1/1/2021 11:00,1/0/1900 11:00,1/1/2021,0.9,0.49,0.166666667,1,0,5,0,0,0,0
1,1/1/2021 11:15,1/0/1900 11:15,1/1/2021,0.96,0.49,0.15625,1,0,5,0,0,0,0
1,1/1/2021 11:30,1/0/1900 11:30,1/1/2021,1.04,0.49,0.145833333,0.933333334,0.010926199,5,0.027839956,0.027839956,0.006959989,0.005353838
1,1/1/2021 11:45,1/0/1900 11:45,1/1/2021,1.05,0.49,0.135416667,0.866666667,0.043227271,5,0.111202154,0.111202154,0.027800538,0.021181363
1,1/1/2021 12:00,1/0/1900 12:00,1/1/2021,0.9,0.49,0.125,0.800000001,0.095491502,5,0.210558762,0.210558762,0.052639691,0.046790836
1,1/1/2021 12:15,1/0/1900 12:15,1/1/2021,0.98,0.49,0.114583333,0.733333334,0.165434696,5,0.397208705,0.397208705,0.099302176,0.081063001
1,1/1/2021 12:30,1/0/1900 12:30,1/1/2021,1.1,0.49,0.104166667,0.666666667,0.249999999,5,0.673749997,0.673749997,0.168437499,0.122499999
1,1/1/2021 12:45,1/0/1900 12:45,1/1/2021,0.96,0.49,0.09375,0.600000001,0.345491502,5,0.812596012,0.812596012,0.203149003,0.169290836
1,1/1/2021 13:00,1/0/1900 13:00,1/1/2021,0.94,0.49,0.083333333,0.533333334,0.447735767,5,1.031135472,1.031135472,0.257783868,0.219390526
1,1/1/2021 13:15,1/0/1900 13:15,1/1/2021,1.07,0.49,0.072916667,0.466666667,0.55226423,5,1.44776068,1.44776068,0.36194017,0.270609473
1,1/1/2021 13:30,1/0/1900 13:30,1/1/2021,0.97,0.49,0.0625,0.400000001,0.654508496,5,1.555439441,1.555439441,0.38885986,0.320709163
1,1/1/2021 13:45,1/0/1900 13:45,1/1/2021,1.07,0.49,0.052083333,0.333333334,0.749999999,5,1.966124997,1.966124997,0.491531249,0.367499999
1,1/1/2021 14:00,1/0/1900 14:00,1/1/2021,1.05,0.49,0.041666667,0.266666668,0.834565302,5,2.14691924,2.14691924,0.53672981,0.408936998
1,1/1/2021 14:15,1/0/1900 14:15,1/1/2021,1.01,0.49,0.03125,0.200000001,0.904508496,5,2.238206274,2.238206274,0.559551569,0.443209163
1,1/1/2021 14:30,1/0/1900 14:30,1/1/2021,1.03,0.49,0.020833333,0.133333334,0.956772728,5,2.41441598,2.41441598,0.603603995,0.468818637
1,1/1/2021 14:45,1/0/1900 14:45,1/1/2021,1.02,0.49,0.010416667,0.066666668,0.9890738,5,2.471695426,2.471695426,0.617923857,0.484646162
1,1/1/2021 15:00,1/0/1900 15:00,1/1/2021,1.09,0.49,1.45519E-10,9.31323E-10,1,5,2.6705,2.6705,0.667625,0.49
1,1/1/2021 15:15,1/0/1900 15:15,1/1/2021,0.98,0.49,0.010416667,0.066666666,0.989073801,5,2.374766195,2.374766195,0.593691549,0.484646162
1,1/1/2021 15:30,1/0/1900 15:30,1/1/2021,0.98,0.49,0.020833333,0.133333332,0.956772729,5,2.297211323,2.297211323,0.574302831,0.468818637
1,1/1/2021 15:45,1/0/1900 15:45,1/1/2021,0.95,0.49,0.03125,0.199999999,0.904508498,5,2.105243529,2.105243529,0.526310882,0.443209164
1,1/1/2021 16:00,1/0/1900 16:00,1/1/2021,0.94,0.49,0.041666667,0.266666666,0.834565304,5,1.922003896,1.922003896,0.480500974,0.408936999
1,1/1/2021 16:15,1/0/1900 16:15,1/1/2021,1.05,0.49,0.052083333,0.333333332,0.750000001,5,1.929375004,1.929375004,0.482343751,0.367500001
1,1/1/2021 16:30,1/0/1900 16:30,1/1/2021,1.05,0.49,0.0625,0.399999999,0.654508499,5,1.683723113,1.683723113,0.420930778,0.320709164
1,1/1/2021 16:45,1/0/1900 16:45,1/1/2021,0.91,0.49,0.072916667,0.466666666,0.552264233,5,1.231273108,1.231273108,0.307818277,0.270609474
1,1/1/2021 17:00,1/0/1900 17:00,1/1/2021,1,0.49,0.083333333,0.533333332,0.44773577,5,1.096952637,1.096952637,0.274238159,0.219390527
1,1/1/2021 17:15,1/0/1900 17:15,1/1/2021,1.09,0.49,0.09375,0.599999999,0.345491504,5,0.922635063,0.922635063,0.230658766,0.169290837
1,1/1/2021 17:30,1/0/1900 17:30,1/1/2021,1.1,0.49,0.104166666,0.666666666,0.250000001,5,0.673750004,0.673750004,0.168437501,0.122500001
1,1/1/2021 17:45,1/0/1900 17:45,1/1/2021,1.1,0.49,0.114583333,0.733333332,0.165434698,5,0.445846511,0.445846511,0.111461628,0.081063002
1,1/1/2021 18:00,1/0/1900 18:00,1/1/2021,0.92,0.49,0.125,0.799999999,0.095491504,5,0.21523785,0.21523785,0.053809462,0.046790837
1,1/1/2021 18:15,1/0/1900 18:15,1/1/2021,0.93,0.49,0.135416666,0.866666666,0.043227272,5,0.098493339,0.098493339,0.024623335,0.021181363
1,1/1/2021 18:30,1/0/1900 18:30,1/1/2021,0.94,0.49,0.145833333,0.933333332,0.0109262,5,0.025163039,0.025163039,0.00629076,0.005353838
1,1/1/2021 18:45,1/0/1900 18:45,1/1/2021,1.06,0.49,0.15625,0.999999999,0,5,0,0,0,0
1,1/1/2021 19:00,1/0/1900 19:00,1/1/2021,1.02,0.49,0.166666666,1,0,5,0,0,0,0
1,1/1/2021 19:15,1/0/1900 19:15,1/1/2021,1.01,0.49,0.177083333,1,0,5,0,0,0,0
1,1/1/2021 19:30,1/0/1900 19:30,1/1/2021,1.07,0.49,0.1875,1,0,5,0,0,0,0
1,1/1/2021 19:45,1/0/1900 19:45,1/1/2021,0.91,0.49,0.197916666,1,0,5,0,0,0,0
1,1/1/2021 20:00,1/0/1900 20:00,1/1/2021,1.06,0.49,0.208333333,1,0,5,0,0,0,0
1,1/1/2021 20:15,1/0/1900 20:15,1/1/2021,1.03,0.49,0.21875,1,0,5,0,0,0,0
1,1/1/2021 20:30,1/0/1900 20:30,1/1/2021,1.06,0.49,0.229166666,1,0,5,0,0,0,0
1,1/1/2021 20:45,1/0/1900 20:45,1/1/2021,1.08,0.49,0.239583333,1,0,5,0,0,0,0
1,1/1/2021 21:00,1/0/1900 21:00,1/1/2021,0.94,0.49,0.25,1,0,5,0,0,0,0
1,1/1/2021 21:15,1/0/1900 21:15,1/1/2021,0.94,0.49,0.260416666,1,0,5,0,0,0,0
1,1/1/2021 21:30,1/0/1900 21:30,1/1/2021,0.97,0.49,0.270833333,1,0,5,0,0,0,0
1,1/1/2021 21:45,1/0/1900 21:45,1/1/2021,0.92,0.49,0.28125,1,0,5,0,0,0,0
1,1/1/2021 22:00,1/0/1900 22:00,1/1/2021,0.95,0.49,0.291666666,1,0,5,0,0,0,0
1,1/1/2021 22:15,1/0/1900 22:15,1/1/2021,1.06,0.49,0.302083333,1,0,5,0,0,0,0
1,1/1/2021 22:30,1/0/1900 22:30,1/1/2021,1,0.49,0.3125,1,0,5,0,0,0,0
1,1/1/2021 22:45,1/0/1900 22:45,1/1/2021,1.05,0.49,0.322916666,1,0,5,0,0,0,0
1,1/1/2021 23:00,1/0/1900 23:00,1/1/2021,1.02,0.49,0.333333333,1,0,5,0,0,0,0
1,1/1/2021 23:15,1/0/1900 23:15,1/1/2021,0.98,0.49,0.34375,1,0,5,0,0,0,0
1,1/1/2021 23:30,1/0/1900 23:30,1/1/2021,1.09,0.49,0.354166666,1,0,5,0,0,0,0
1,1/1/2021 23:45,1/0/1900 23:45,1/1/2021,1.04,0.49,0.364583333,1,0,5,0,0,0,0
1,1/2/2021 0:00,1/1/1900 0:00,1/1/2021,1.06,0.85,0.375,1,0,5,0,0,0,0
1,1/2/2021 0:15,1/0/1900 0:15,1/2/2021,1.06,0.85,0.614583334,1,0,5,0,0,0,0
1,1/2/2021 0:30,1/0/1900 0:30,1/2/2021,1.01,0.85,0.604166667,1,0,5,0,0,0,0
1,1/2/2021 0:45,1/0/1900 0:45,1/2/2021,1.01,0.85,0.59375,1,0,5,0,0,0,0
1,1/2/2021 1:00,1/0/1900 1:00,1/2/2021,1,0.85,0.583333334,1,0,5,0,0,0,0
1,1/2/2021 1:15,1/0/1900 1:15,1/2/2021,0.94,0.85,0.572916667,1,0,5,0,0,0,0
1,1/2/2021 1:30,1/0/1900 1:30,1/2/2021,1,0.85,0.5625,1,0,5,0,0,0,0
1,1/2/2021 1:45,1/0/1900 1:45,1/2/2021,1.02,0.85,0.552083334,1,0,5,0,0,0,0
1,1/2/2021 2:00,1/0/1900 2:00,1/2/2021,1.07,0.85,0.541666667,1,0,5,0,0,0,0
1,1/2/2021 2:15,1/0/1900 2:15,1/2/2021,0.9,0.85,0.53125,1,0,5,0,0,0,0
1,1/2/2021 2:30,1/0/1900 2:30,1/2/2021,1.05,0.85,0.520833334,1,0,5,0,0,0,0
1,1/2/2021 2:45,1/0/1900 2:45,1/2/2021,0.99,0.85,0.510416667,1,0,5,0,0,0,0
1,1/2/2021 3:00,1/0/1900 3:00,1/2/2021,0.94,0.85,0.5,1,0,5,0,0,0,0
1,1/2/2021 3:15,1/0/1900 3:15,1/2/2021,1.01,0.85,0.489583334,1,0,5,0,0,0,0
1,1/2/2021 3:30,1/0/1900 3:30,1/2/2021,0.98,0.85,0.479166667,1,0,5,0,0,0,0
1,1/2/2021 3:45,1/0/1900 3:45,1/2/2021,0.99,0.85,0.46875,1,0,5,0,0,0,0
1,1/2/2021 4:00,1/0/1900 4:00,1/2/2021,1,0.85,0.458333334,1,0,5,0,0,0,0
1,1/2/2021 4:15,1/0/1900 4:15,1/2/2021,1.04,0.85,0.447916667,1,0,5,0,0,0,0
1,1/2/2021 4:30,1/0/1900 4:30,1/2/2021,0.9,0.85,0.4375,1,0,5,0,0,0,0
1,1/2/2021 4:45,1/0/1900 4:45,1/2/2021,0.97,0.85,0.427083334,1,0,5,0,0,0,0
1,1/2/2021 5:00,1/0/1900 5:00,1/2/2021,0.92,0.85,0.416666667,1,0,5,0,0,0,0
1,1/2/2021 5:15,1/0/1900 5:15,1/2/2021,0.99,0.85,0.40625,1,0,5,0,0,0,0
1,1/2/2021 5:30,1/0/1900 5:30,1/2/2021,0.9,0.85,0.395833334,1,0,5,0,0,0,0
1,1/2/2021 5:45,1/0/1900 5:45,1/2/2021,1.03,0.85,0.385416667,1,0,5,0,0,0,0
1,1/2/2021 6:00,1/0/1900 6:00,1/2/2021,0.96,0.85,0.375,1,0,5,0,0,0,0
1,1/2/2021 6:15,1/0/1900 6:15,1/2/2021,0.98,0.85,0.364583334,1,0,5,0,0,0,0
1,1/2/2021 6:30,1/0/1900 6:30,1/2/2021,1,0.85,0.354166667,1,0,5,0,0,0,0
1,1/2/2021 6:45,1/0/1900 6:45,1/2/2021,0.96,0.85,0.34375,1,0,5,0,0,0,0
1,1/2/2021 7:00,1/0/1900 7:00,1/2/2021,1.02,0.85,0.333333334,1,0,5,0,0,0,0
1,1/2/2021 7:15,1/0/1900 7:15,1/2/2021,0.94,0.85,0.322916667,1,0,5,0,0,0,0
1,1/2/2021 7:30,1/0/1900 7:30,1/2/2021,1.09,0.85,0.3125,1,0,5,0,0,0,0
1,1/2/2021 7:45,1/0/1900 7:45,1/2/2021,0.95,0.85,0.302083334,1,0,5,0,0,0,0
1,1/2/2021 8:00,1/0/1900 8:00,1/2/2021,1.05,0.85,0.291666667,1,0,5,0,0,0,0
1,1/2/2021 8:15,1/0/1900 8:15,1/2/2021,0.99,0.85,0.28125,1,0,5,0,0,0,0
1,1/2/2021 8:30,1/0/1900 8:30,1/2/2021,0.99,0.85,0.270833334,1,0,5,0,0,0,0
1,1/2/2021 8:45,1/0/1900 8:45,1/2/2021,0.98,0.85,0.260416667,1,0,5,0,0,0,0
1,1/2/2021 9:00,1/0/1900 9:00,1/2/2021,0.99,0.85,0.25,1,0,5,0,0,0,0
1,1/2/2021 9:15,1/0/1900 9:15,1/2/2021,1.07,0.85,0.239583334,1,0,5,0,0,0,0
1,1/2/2021 9:30,1/0/1900 9:30,1/2/2021,1.09,0.85,0.229166667,1,0,5,0,0,0,0
1,1/2/2021 9:45,1/0/1900 9:45,1/2/2021,0.99,0.85,0.21875,1,0,5,0,0,0,0
1,1/2/2021 10:00,1/0/1900 10:00,1/2/2021,0.92,0.85,0.208333334,1,0,5,0,0,0,0
1,1/2/2021 10:15,1/0/1900 10:15,1/2/2021,1.03,0.85,0.197916667,1,0,5,0,0,0,0
1,1/2/2021 10:30,1/0/1900 10:30,1/2/2021,0.97,0.85,0.1875,1,0,5,0,0,0,0
1,1/2/2021 10:45,1/0/1900 10:45,1/2/2021,1.08,0.85,0.177083334,1,0,5,0,0,0,0
1,1/2/2021 11:00,1/0/1900 11:00,1/2/2021,1.09,0.85,0.166666667,1,0,5,0,0,0,0
1,1/2/2021 11:15,1/0/1900 11:15,1/2/2021,1.06,0.85,0.15625,1,0,5,0,0,0,0
1,1/2/2021 11:30,1/0/1900 11:30,1/2/2021,0.94,0.85,0.145833334,0.933333336,0.010926199,5,0.043650165,0.043650165,0.010912541,0.009287269
1,1/2/2021 11:45,1/0/1900 11:45,1/2/2021,0.99,0.85,0.135416667,0.866666669,0.04322727,5,0.181878738,0.181878738,0.045469684,0.036743179
1,1/2/2021 12:00,1/0/1900 12:00,1/2/2021,1.07,0.85,0.125,0.800000002,0.095491501,5,0.4342476,0.4342476,0.1085619,0.081167776
1,1/2/2021 12:15,1/0/1900 12:15,1/2/2021,1.1,0.85,0.114583334,0.733333336,0.165434694,5,0.773407195,0.773407195,0.193351799,0.14061949
1,1/2/2021 12:30,1/0/1900 12:30,1/2/2021,1.06,0.85,0.104166667,0.666666669,0.249999997,5,1.126249986,1.126249986,0.281562497,0.212499997
1,1/2/2021 12:45,1/0/1900 12:45,1/2/2021,0.94,0.85,0.09375,0.600000002,0.345491499,5,1.38023854,1.38023854,0.345059635,0.293667774
1,1/2/2021 13:00,1/0/1900 13:00,1/2/2021,1.01,0.85,0.083333334,0.533333336,0.447735765,5,1.92190577,1.92190577,0.480476443,0.3805754
1,1/2/2021 13:15,1/0/1900 13:15,1/2/2021,0.92,0.85,0.072916667,0.466666669,0.552264228,5,2.159353132,2.159353132,0.539838283,0.469424594
1,1/2/2021 13:30,1/0/1900 13:30,1/2/2021,1.05,0.85,0.0625,0.400000002,0.654508494,5,2.920744153,2.920744153,0.730186038,0.55633222
1,1/2/2021 13:45,1/0/1900 13:45,1/2/2021,0.96,0.85,0.052083334,0.333333336,0.749999997,5,3.059999987,3.059999987,0.764999997,0.637499997
1,1/2/2021 14:00,1/0/1900 14:00,1/2/2021,1,0.85,0.041666667,0.266666669,0.8345653,5,3.546902527,3.546902527,0.886725632,0.709380505
1,1/2/2021 14:15,1/0/1900 14:15,1/2/2021,1.08,0.85,0.03125,0.200000002,0.904508495,5,4.151693992,4.151693992,1.037923498,0.768832221
1,1/2/2021 14:30,1/0/1900 14:30,1/2/2021,1.03,0.85,0.020833334,0.133333336,0.956772727,5,4.188272614,4.188272614,1.047068153,0.813256818
1,1/2/2021 14:45,1/0/1900 14:45,1/2/2021,1,0.85,0.010416667,0.066666669,0.9890738,5,4.203563648,4.203563648,1.050890912,0.84071273
1,1/2/2021 15:00,1/0/1900 15:00,1/2/2021,1.06,0.85,3.7835E-10,2.42144E-09,1,5,4.505,4.505,1.12625,0.85
1,1/2/2021 15:15,1/0/1900 15:15,1/2/2021,0.9,0.85,0.010416666,0.066666664,0.989073801,5,3.783207289,3.783207289,0.945801822,0.840712731
1,1/2/2021 15:30,1/0/1900 15:30,1/2/2021,1.06,0.85,0.020833333,0.133333331,0.95677273,5,4.31026115,4.31026115,1.077565288,0.813256821
1,1/2/2021 15:45,1/0/1900 15:45,1/2/2021,1.09,0.85,0.03125,0.199999998,0.904508499,5,4.190135624,4.190135624,1.047533906,0.768832225
1,1/2/2021 16:00,1/0/1900 16:00,1/2/2021,1.06,0.85,0.041666666,0.266666664,0.834565306,5,3.759716704,3.759716704,0.939929176,0.70938051
1,1/2/2021 16:15,1/0/1900 16:15,1/2/2021,1.1,0.85,0.052083333,0.333333331,0.750000003,5,3.506250016,3.506250016,0.876562504,0.637500003
1,1/2/2021 16:30,1/0/1900 16:30,1/2/2021,1.02,0.85,0.0625,0.399999997,0.654508501,5,2.837294352,2.837294352,0.709323588,0.556332226
1,1/2/2021 16:45,1/0/1900 16:45,1/2/2021,0.92,0.85,0.072916666,0.466666664,0.552264236,5,2.159353161,2.159353161,0.53983829,0.4694246
1,1/2/2021 17:00,1/0/1900 17:00,1/2/2021,0.9,0.85,0.083333333,0.533333331,0.447735772,5,1.712589329,1.712589329,0.428147332,0.380575406
1,1/2/2021 17:15,1/0/1900 17:15,1/2/2021,0.96,0.85,0.09375,0.599999997,0.345491507,5,1.409605347,1.409605347,0.352401337,0.293667781
1,1/2/2021 17:30,1/0/1900 17:30,1/2/2021,0.98,0.85,0.104166666,0.666666664,0.250000004,5,1.041250015,1.041250015,0.260312504,0.212500003
1,1/2/2021 17:45,1/0/1900 17:45,1/2/2021,0.9,0.85,0.114583333,0.733333331,0.1654347,5,0.632787727,0.632787727,0.158196932,0.140619495
1,1/2/2021 18:00,1/0/1900 18:00,1/2/2021,1.04,0.85,0.125,0.799999997,0.095491505,5,0.422072453,0.422072453,0.105518113,0.081167779
1,1/2/2021 18:15,1/0/1900 18:15,1/2/2021,1.06,0.85,0.135416666,0.866666664,0.043227273,5,0.194738864,0.194738864,0.048684716,0.036743182
1,1/2/2021 18:30,1/0/1900 18:30,1/2/2021,1.05,0.85,0.145833333,0.933333331,0.0109262,5,0.04875817,0.04875817,0.012189542,0.00928727
1,1/2/2021 18:45,1/0/1900 18:45,1/2/2021,0.95,0.85,0.15625,0.999999997,0,5,0,0,0,0
1,1/2/2021 19:00,1/0/1900 19:00,1/2/2021,0.98,0.85,0.166666666,1,0,5,0,0,0,0
1,1/2/2021 19:15,1/0/1900 19:15,1/2/2021,0.95,0.85,0.177083333,1,0,5,0,0,0,0
1,1/2/2021 19:30,1/0/1900 19:30,1/2/2021,0.93,0.85,0.1875,1,0,5,0,0,0,0
1,1/2/2021 19:45,1/0/1900 19:45,1/2/2021,1,0.85,0.197916666,1,0,5,0,0,0,0
1,1/2/2021 20:00,1/0/1900 20:00,1/2/2021,1.01,0.85,0.208333333,1,0,5,0,0,0,0
1,1/2/2021 20:15,1/0/1900 20:15,1/2/2021,0.92,0.85,0.21875,1,0,5,0,0,0,0
1,1/2/2021 20:30,1/0/1900 20:30,1/2/2021,0.96,0.85,0.229166666,1,0,5,0,0,0,0
1,1/2/2021 20:45,1/0/1900 20:45,1/2/2021,1,0.85,0.239583333,1,0,5,0,0,0,0
1,1/2/2021 21:00,1/0/1900 21:00,1/2/2021,0.96,0.85,0.25,1,0,5,0,0,0,0
1,1/2/2021 21:15,1/0/1900 21:15,1/2/2021,0.9,0.85,0.260416666,1,0,5,0,0,0,0
1,1/2/2021 21:30,1/0/1900 21:30,1/2/2021,0.97,0.85,0.270833333,1,0,5,0,0,0,0
1,1/2/2021 21:45,1/0/1900 21:45,1/2/2021,1.07,0.85,0.28125,1,0,5,0,0,0,0
1,1/2/2021 22:00,1/0/1900 22:00,1/2/2021,0.98,0.85,0.291666666,1,0,5,0,0,0,0
1,1/2/2021 22:15,1/0/1900 22:15,1/2/2021,0.9,0.85,0.302083333,1,0,5,0,0,0,0
1,1/2/2021 22:30,1/0/1900 22:30,1/2/2021,1.03,0.85,0.3125,1,0,5,0,0,0,0
1,1/2/2021 22:45,1/0/1900 22:45,1/2/2021,0.96,0.85,0.322916666,1,0,5,0,0,0,0
1,1/2/2021 23:00,1/0/1900 23:00,1/2/2021,1.04,0.85,0.333333333,1,0,5,0,0,0,0
1,1/2/2021 23:15,1/0/1900 23:15,1/2/2021,1.08,0.85,0.34375,1,0,5,0,0,0,0
1,1/2/2021 23:30,1/0/1900 23:30,1/2/2021,1.08,0.85,0.354166666,1,0,5,0,0,0,0
1,1/2/2021 23:45,1/0/1900 23:45,1/2/2021,1.03,0.85,0.364583333,1,0,5,0,0,0,0
1,1/3/2021 0:00,1/1/1900 0:00,1/2/2021,1.06,0.7,0.375,1,0,5,0,0,0,0
1,1/3/2021 0:15,1/0/1900 0:15,1/3/2021,1.02,0.7,0.614583334,1,0,5,0,0,0,0
1,1/3/2021 0:30,1/0/1900 0:30,1/3/2021,0.98,0.7,0.604166667,1,0,5,0,0,0,0
1,1/3/2021 0:45,1/0/1900 0:45,1/3/2021,0.92,0.7,0.59375,1,0,5,0,0,0,0
1,1/3/2021 1:00,1/0/1900 1:00,1/3/2021,1.1,0.7,0.583333334,1,0,5,0,0,0,0
1,1/3/2021 1:15,1/0/1900 1:15,1/3/2021,1.04,0.7,0.572916667,1,0,5,0,0,0,0
1,1/3/2021 1:30,1/0/1900 1:30,1/3/2021,1.05,0.7,0.5625,1,0,5,0,0,0,0
1,1/3/2021 1:45,1/0/1900 1:45,1/3/2021,0.97,0.7,0.552083334,1,0,5,0,0,0,0
1,1/3/2021 2:00,1/0/1900 2:00,1/3/2021,1.08,0.7,0.541666667,1,0,5,0,0,0,0
1,1/3/2021 2:15,1/0/1900 2:15,1/3/2021,1.05,0.7,0.53125,1,0,5,0,0,0,0
1,1/3/2021 2:30,1/0/1900 2:30,1/3/2021,1.09,0.7,0.520833334,1,0,5,0,0,0,0
1,1/3/2021 2:45,1/0/1900 2:45,1/3/2021,1.08,0.7,0.510416667,1,0,5,0,0,0,0
1,1/3/2021 3:00,1/0/1900 3:00,1/3/2021,1.05,0.7,0.5,1,0,5,0,0,0,0
1,1/3/2021 3:15,1/0/1900 3:15,1/3/2021,1.07,0.7,0.489583334,1,0,5,0,0,0,0
1,1/3/2021 3:30,1/0/1900 3:30,1/3/2021,0.9,0.7,0.479166667,1,0,5,0,0,0,0
1,1/3/2021 3:45,1/0/1900 3:45,1/3/2021,0.97,0.7,0.468750001,1,0,5,0,0,0,0
1,1/3/2021 4:00,1/0/1900 4:00,1/3/2021,1,0.7,0.458333334,1,0,5,0,0,0,0
1,1/3/2021 4:15,1/0/1900 4:15,1/3/2021,0.93,0.7,0.447916667,1,0,5,0,0,0,0
1,1/3/2021 4:30,1/0/1900 4:30,1/3/2021,1.1,0.7,0.437500001,1,0,5,0,0,0,0
1,1/3/2021 4:45,1/0/1900 4:45,1/3/2021,0.97,0.7,0.427083334,1,0,5,0,0,0,0
